,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
JAKE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,134,6,Far Beyond The Stars
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134,6,Far Beyond The Stars
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
SISKO,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,134,6,Far Beyond The Stars
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134,6,Far Beyond The Stars
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,6,Far Beyond The Stars
BASHIR,2,0,36,0,0,0,0,0,0,0,0,2,58,2,0,0,0,0,0,0,54,135,6,One Little Ship
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
DAX,36,0,4,0,0,0,0,0,0,0,0,0,52,0,0,5,0,0,12,0,64,135,6,One Little Ship
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
KIRA,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,16,0,0,6,0,23,135,6,One Little Ship
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
NOG,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,5,0,14,135,6,One Little Ship
ODO,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,135,6,One Little Ship
O'BRIEN,58,0,52,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,68,135,6,One Little Ship
QUARK,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,135,6,One Little Ship
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
SISKO,0,0,5,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,8,0,38,135,6,One Little Ship
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
WORF,0,0,12,0,0,0,0,0,6,0,5,0,0,0,0,8,0,0,0,0,17,135,6,One Little Ship
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,6,One Little Ship
BASHIR,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,5,0,0,1,0,9,136,6,Honour Among Thieves
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
DAX,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,136,6,Honour Among Thieves
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
KIRA,2,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,2,0,7,136,6,Honour Among Thieves
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
ODO,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,136,6,Honour Among Thieves
O'BRIEN,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131,136,6,Honour Among Thieves
QUARK,1,0,1,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,6,136,6,Honour Among Thieves
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
SISKO,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136,6,Honour Among Thieves
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
WORF,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,136,6,Honour Among Thieves
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,Honour Among Thieves
BASHIR,2,0,0,0,0,0,0,0,0,0,0,0,61,34,0,0,0,0,0,0,49,137,6,Change Of Heart
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
DAX,0,0,14,0,0,0,0,0,5,0,0,0,2,8,0,0,0,0,169,0,106,137,6,Change Of Heart
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
KIRA,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,137,6,Change Of Heart
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
O'BRIEN,61,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,47,137,6,Change Of Heart
QUARK,34,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,28,137,6,Change Of Heart
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
SISKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,137,6,Change Of Heart
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
WORF,0,0,169,0,0,0,0,0,3,0,0,0,18,0,0,14,0,0,8,0,109,137,6,Change Of Heart
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6,Change Of Heart
BASHIR,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,6,138,6,Wrongs Darker Than Death Or Night
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
DAX,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,138,6,Wrongs Darker Than Death Or Night
DUKAT,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,138,6,Wrongs Darker Than Death Or Night
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
KIRA,5,0,10,8,0,0,0,0,2,0,0,11,2,0,0,25,0,0,0,0,107,138,6,Wrongs Darker Than Death Or Night
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
ODO,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,138,6,Wrongs Darker Than Death Or Night
O'BRIEN,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,138,6,Wrongs Darker Than Death Or Night
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
SISKO,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,13,138,6,Wrongs Darker Than Death Or Night
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,6,Wrongs Darker Than Death Or Night
BASHIR,12,0,2,0,0,0,0,0,5,0,0,5,7,0,0,25,24,0,2,0,149,139,6,Inquisition
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
DAX,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,139,6,Inquisition
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
KIRA,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,0,8,139,6,Inquisition
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
ODO,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,6,139,6,Inquisition
O'BRIEN,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,139,6,Inquisition
QUARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,139,6,Inquisition
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
SISKO,25,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,32,139,6,Inquisition
WEYOUN,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,139,6,Inquisition
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
WORF,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,139,6,Inquisition
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,Inquisition
BASHIR,0,0,8,0,0,0,0,0,0,0,0,1,0,2,0,11,0,0,2,0,13,140,6,In The Pale Moonlight
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,140,6,In The Pale Moonlight
DAX,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,2,0,16,140,6,In The Pale Moonlight
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
GARAK,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,87,1,0,1,0,52,140,6,In The Pale Moonlight
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
KIRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,140,6,In The Pale Moonlight
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
ODO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,140,6,In The Pale Moonlight
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
QUARK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,140,6,In The Pale Moonlight
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
SISKO,11,0,20,0,0,87,0,0,7,0,0,9,0,13,0,10,0,0,7,0,113,140,6,In The Pale Moonlight
WEYOUN,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,140,6,In The Pale Moonlight
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
WORF,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,140,6,In The Pale Moonlight
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,In The Pale Moonlight
BASHIR,0,0,10,0,0,0,0,0,2,0,0,1,13,9,0,0,0,0,2,0,24,141,6,His Way
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
DAX,10,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1,0,16,141,6,His Way
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
KIRA,2,0,14,0,0,0,0,0,4,0,0,66,1,0,0,0,0,0,1,0,63,141,6,His Way
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
ODO,1,0,1,0,0,0,0,0,66,0,0,4,0,17,0,8,0,0,0,0,119,141,6,His Way
O'BRIEN,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,141,6,His Way
QUARK,9,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,16,141,6,His Way
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
SISKO,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,141,6,His Way
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
WORF,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,141,6,His Way
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,6,His Way
BASHIR,0,0,1,0,0,0,0,0,0,0,0,5,0,6,0,9,0,0,2,0,12,142,6,The Reckoning
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
DAX,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,66,0,3,3,0,44,142,6,The Reckoning
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
JAKE,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,21,0,1,0,0,23,142,6,The Reckoning
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
KIRA,0,0,0,0,0,0,13,0,0,0,0,20,0,0,0,36,0,28,0,0,56,142,6,The Reckoning
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
ODO,5,0,3,0,0,0,0,0,20,0,0,0,0,2,0,13,0,3,12,0,32,142,6,The Reckoning
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
QUARK,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,142,6,The Reckoning
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
SISKO,9,0,66,0,0,0,21,0,36,0,0,13,0,0,0,2,0,56,6,0,120,142,6,The Reckoning
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
WINN,0,0,3,0,0,0,1,0,28,0,0,3,0,0,0,56,0,2,0,0,54,142,6,The Reckoning
WORF,2,0,3,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,16,142,6,The Reckoning
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,6,The Reckoning
BASHIR,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,143,6,Valiant
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
JAKE,3,0,0,0,0,0,0,0,0,0,81,0,0,0,0,1,0,0,0,0,65,143,6,Valiant
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,143,6,Valiant
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
NOG,0,0,0,0,0,0,81,0,0,0,10,0,0,0,0,0,0,0,0,0,82,143,6,Valiant
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
SISKO,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,5,143,6,Valiant
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
WORF,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,143,6,Valiant
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6,Valiant
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,3,144,6,Profit And Lace
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,144,6,Profit And Lace
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,144,6,Profit And Lace
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,7,20,144,6,Profit And Lace
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,7,144,6,Profit And Lace
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
QUARK,3,0,0,0,0,0,0,0,0,0,11,11,0,10,34,1,0,0,1,48,145,144,6,Profit And Lace
ROM,1,0,1,0,0,0,0,0,2,0,5,0,0,34,2,1,0,0,1,29,53,144,6,Profit And Lace
SISKO,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,144,6,Profit And Lace
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,Profit And Lace
WORF,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,144,6,Profit And Lace
ZEK,2,0,0,0,0,0,0,0,0,0,7,2,0,48,29,0,0,0,0,2,67,144,6,Profit And Lace
BASHIR,0,0,8,0,0,0,0,10,0,0,0,0,21,0,0,0,0,0,5,0,24,145,6,Time's Orphan
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
DAX,8,0,0,0,0,0,0,1,11,0,0,0,10,0,0,0,0,0,63,0,49,145,6,Time's Orphan
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
KEIKO,10,0,1,0,0,0,0,12,2,0,0,5,95,3,0,0,0,0,0,0,78,145,6,Time's Orphan
KIRA,0,0,11,0,0,0,0,2,2,0,0,7,2,0,0,0,0,0,0,0,13,145,6,Time's Orphan
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
ODO,0,0,0,0,0,0,0,5,7,0,0,2,5,0,0,1,0,0,0,0,12,145,6,Time's Orphan
O'BRIEN,21,0,10,0,0,0,0,95,2,0,0,5,34,5,0,6,0,0,2,0,117,145,6,Time's Orphan
QUARK,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,145,6,Time's Orphan
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,Time's Orphan
